Price,Close,High,Low,Open,Volume
Ticker,BTCB-USD,BTCB-USD,BTCB-USD,BTCB-USD,BTCB-USD
Datetime,,,,,
2025-05-25 23:00:00+00:00,109012.9140625,109109.78125,108909.84375,109109.78125,0
2025-05-26 00:00:00+00:00,109198.296875,109198.296875,108870.484375,109004.5703125,215318
2025-05-26 01:00:00+00:00,109609.7734375,109609.7734375,109316.515625,109464.7265625,402712
2025-05-26 02:00:00+00:00,109503.609375,109720.875,109503.609375,109658.59375,19222
2025-05-26 03:00:00+00:00,109666.03125,109666.03125,109480.25,109496.2578125,0
2025-05-26 04:00:00+00:00,109644.109375,109690.6875,109619.046875,109675.1640625,0
2025-05-26 05:00:00+00:00,109642.4921875,109658.1953125,109541.8359375,109637.515625,591070
2025-05-26 06:00:00+00:00,109782.7421875,109782.7421875,109643.1171875,109652.2578125,61256
2025-05-26 07:00:00+00:00,109978.640625,110006.921875,109797.0546875,109797.0546875,498276
2025-05-26 08:00:00+00:00,109750.0546875,110020.03125,109750.0546875,110020.03125,0
2025-05-26 09:00:00+00:00,109743.0625,109911.2109375,109743.0625,109751.9296875,0
2025-05-26 10:00:00+00:00,109754.09375,109850.5078125,109754.09375,109754.4609375,0
2025-05-26 11:00:00+00:00,109767.0703125,109775.796875,109716.3984375,109752.4375,0
2025-05-26 12:00:00+00:00,109872.7890625,109872.7890625,109767.4375,109792.0390625,0
2025-05-26 13:00:00+00:00,109746.9375,109864.1796875,109746.9375,109826.46875,912104
2025-05-26 14:00:00+00:00,109650.28125,109700.5234375,109635.0078125,109696.4296875,0
2025-05-26 15:00:00+00:00,110083.34375,110204.9375,109640.25,109676.7734375,280394
2025-05-26 16:00:00+00:00,109432.9765625,110174.21875,109367.890625,110108.0625,2406556
2025-05-26 17:00:00+00:00,109156.3671875,109532.4453125,109156.3671875,109479.921875,0
2025-05-26 18:00:00+00:00,109176.9765625,109285.359375,109128.625,109128.625,447360
2025-05-26 19:00:00+00:00,109111.0703125,109111.9609375,109052.0703125,109083.328125,574396
2025-05-26 20:00:00+00:00,109404.6875,109404.6875,109116.1015625,109116.1015625,0
2025-05-26 21:00:00+00:00,109291.8828125,109513.15625,109261.265625,109513.15625,0
2025-05-26 22:00:00+00:00,109345.6796875,109498.0859375,109336.15625,109336.15625,0
2025-05-26 23:00:00+00:00,109436.0546875,109436.0546875,109272.0078125,109272.0078125,0
2025-05-27 00:00:00+00:00,109273.359375,109517.234375,109273.359375,109430.8125,0
2025-05-27 01:00:00+00:00,108307.015625,109231.859375,108074.4765625,109231.859375,1595004
2025-05-27 02:00:00+00:00,108211.40625,108489.8046875,108176.765625,108377.53125,521620
2025-05-27 03:00:00+00:00,108938.453125,109063.21875,108287.1484375,108287.1484375,1681816
2025-05-27 04:00:00+00:00,109042.5546875,109157.109375,108906.375,108906.375,0
2025-05-27 05:00:00+00:00,108935.203125,109006.2109375,108839.546875,109006.2109375,1222558
2025-05-27 06:00:00+00:00,109088.453125,109209.671875,108946.1953125,108953.3671875,2063456
2025-05-27 07:00:00+00:00,109463.9375,109463.9375,109029.6015625,109029.6015625,0
2025-05-27 08:00:00+00:00,109598.8671875,109598.8671875,109463.9453125,109463.9453125,648116
2025-05-27 09:00:00+00:00,109639.59375,109639.59375,109547.296875,109606.5078125,366324
2025-05-27 10:00:00+00:00,109656.140625,109723.6796875,109615.578125,109702.4609375,0
2025-05-27 11:00:00+00:00,109607.90625,109673.7265625,109562.1796875,109654.125,182448
2025-05-27 12:00:00+00:00,109600.8984375,109696.2890625,109600.8984375,109633.3359375,0
2025-05-27 13:00:00+00:00,109897.015625,110476.4453125,109624.0703125,109624.0703125,4539348
